meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC meal,HC Genotype x Time_360,HMDB0011243,PC P-36:1,-0.0147201243324659,0.0303419187034031,0.642390126749437,,Interaction,-0.074190284991136,0.0447500363262042
HC meal,HC Genotype x Time_(joint),HMDB0011243,PC P-36:1,,,,0.642390126749437,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0009610,PE P-40:4,-0.127006661127634,0.24472069497294,0.619769678445865,,Interaction,-0.606659223274596,0.352645901019327
HC meal,HC Genotype x Time_(joint),HMDB0009610,PE P-40:4,,,,0.619769678445865,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0007169,DG 38:3,-0.0556092136771399,0.08920534452762,0.552793715203349,,Interaction,-0.230451688951275,0.119233261596995
HC meal,HC Genotype x Time_(joint),HMDB0007169,DG 38:3,,,,0.552793715203349,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0240614,SM 41:2;O2,-0.0113210008480686,0.0336205359810268,0.74619131837224,,Interaction,-0.0772172513708811,0.0545752496747438
HC meal,HC Genotype x Time_(joint),HMDB0240614,SM 41:2;O2,,,,0.74619131837224,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013442,PC O-40:4,-0.00946417668109386,0.0346277136791748,0.792501391784168,,Interaction,-0.0773344954922766,0.0584061421300889
HC meal,HC Genotype x Time_(joint),HMDB0013442,PC O-40:4,,,,0.792501391784168,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0249814,Cer 39:1;O2,-0.0518772218106932,0.11425228710506,0.663530274750764,,Interaction,-0.27581170453661,0.172057260915224
HC meal,HC Genotype x Time_(joint),HMDB0249814,Cer 39:1;O2,,,,0.663530274750764,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0007100,DG 34:0,0.0222478320510809,0.16499650668355,0.89653504658792,,Interaction,-0.301145321048678,0.345640985150839
HC meal,HC Genotype x Time_(joint),HMDB0007100,DG 34:0,,,,0.89653504658792,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0029723,Saccharin,0.546985350411247,0.300850582076272,0.111874700599948,,Interaction,-0.0426817904582463,1.13665249128074
HC meal,HC Genotype x Time_(joint),HMDB0029723,Saccharin,,,,0.111874700599948,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0000020,p-Hydroxyphenylacetic acid,-0.0252607157494625,0.135619665588953,0.857522614245329,,Interaction,-0.29107526030381,0.240553828804885
HC meal,HC Genotype x Time_(joint),HMDB0000020,p-Hydroxyphenylacetic acid,,,,0.857522614245329,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0012103,SM 40:1;O2,-0.00621339370118683,0.0370252942212462,0.871474413183666,,Interaction,-0.0787829703748294,0.0663561829724558
HC meal,HC Genotype x Time_(joint),HMDB0012103,SM 40:1;O2,,,,0.871474413183666,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0008269,PC 38:1,-0.0320902830103661,0.0483003401206803,0.527711937278126,,Interaction,-0.126758949646899,0.0625783836261673
HC meal,HC Genotype x Time_(joint),HMDB0008269,PC 38:1,,,,0.527711937278126,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0006344,alpha-N-Phenylacetylglutamine,0.000722698431015056,0.118514942171861,0.995304714465059,,Interaction,-0.231566588225832,0.233011985087862
HC meal,HC Genotype x Time_(joint),HMDB0006344,alpha-N-Phenylacetylglutamine,,,,0.995304714465059,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011250,PC P-38:2,-0.048062794831181,0.0745963846711514,0.539908334754418,,Interaction,-0.194271708786638,0.0981461191242757
HC meal,HC Genotype x Time_(joint),HMDB0011250,PC P-38:2,,,,0.539908334754418,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011382,PE P-38:2,-0.164450047115873,0.0740390399630979,0.0617745085976408,,Interaction,-0.309566565443545,-0.0193335287882011
HC meal,HC Genotype x Time_(joint),HMDB0011382,PE P-38:2,,,,0.0617745085976408,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0012107,SM 42:2;O2,-0.0247845144979692,0.0357688259188397,0.51069439335201,,Interaction,-0.0948914132988951,0.0453223843029566
HC meal,HC Genotype x Time_(joint),HMDB0012107,SM 42:2;O2,,,,0.51069439335201,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013431,PC O-38:2,-0.0039013995630377,0.0715257899199382,0.958024795512963,,Interaction,-0.144091947806117,0.136289148680041
HC meal,HC Genotype x Time_(joint),HMDB0013431,PC O-38:2,,,,0.958024795512963,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0061652,3-Hydroxyhexanoic acid,0.0763464229518959,0.0935475531923207,0.441312450822259,,Interaction,-0.107006781305053,0.259699627208845
HC meal,HC Genotype x Time_(joint),HMDB0061652,3-Hydroxyhexanoic acid,,,,0.441312450822259,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0008621,PC P-40:3,-0.0570548651503529,0.0472254787785137,0.266220893487236,,Interaction,-0.14961680355624,0.0355070732555339
HC meal,HC Genotype x Time_(joint),HMDB0008621,PC P-40:3,,,,0.266220893487236,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0004952,Cer 40:1;O2,-0.0428512063518668,0.0646769147512995,0.528826780817797,,Interaction,-0.169617959264414,0.0839155465606802
HC meal,HC Genotype x Time_(joint),HMDB0004952,Cer 40:1;O2,,,,0.528826780817797,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0007216,DG 36:1,-0.104976852387159,0.206416476173614,0.626687367388338,,Interaction,-0.509553145687442,0.299599440913124
HC meal,HC Genotype x Time_(joint),HMDB0007216,DG 36:1,,,,0.626687367388338,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013451,PC P-42:4,-0.0250104807687088,0.0378698782465391,0.530101847776702,,Interaction,-0.0992354421319253,0.0492144805945078
HC meal,HC Genotype x Time_(joint),HMDB0013451,PC P-42:4,,,,0.530101847776702,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0004953,Cer 42:2;O2_A,-0.00224870661142531,0.0500373725405574,0.965409857578932,,Interaction,-0.100321956790918,0.0958245435680672
HC meal,HC Genotype x Time_(joint),HMDB0004953,Cer 42:2;O2_A,,,,0.965409857578932,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011699,SM 43:2;O2,-0.00430840921627645,0.0344154509685494,0.903893991845028,,Interaction,-0.0717626931146332,0.0631458746820803
HC meal,HC Genotype x Time_(joint),HMDB0011699,SM 43:2;O2,,,,0.903893991845028,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0008053,PC 40:2,-0.032151215290024,0.0489065932253826,0.531936763212931,,Interaction,-0.128008138011774,0.063705707431726
HC meal,HC Genotype x Time_(joint),HMDB0008053,PC 40:2,,,,0.531936763212931,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013417,PC O-36:0,-0.0751799091823351,0.169721321970355,0.671159675246881,,Interaction,-0.40783370024423,0.25747388187956
HC meal,HC Genotype x Time_(joint),HMDB0013417,PC O-36:0,,,,0.671159675246881,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0012105,SM 41:1;O2,-0.00425774686679299,0.0346902153907942,0.905765484398962,,Interaction,-0.0722505690327495,0.0637350752991635
HC meal,HC Genotype x Time_(joint),HMDB0012105,SM 41:1;O2,,,,0.905765484398962,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0062179,AICAR,-0.210972896526761,0.343794290008278,0.558845585350213,,Interaction,-0.884809704942987,0.462863911889464
HC meal,HC Genotype x Time_(joint),HMDB0062179,AICAR,,,,0.558845585350213,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011765,Cer 40:0;O2,-0.109868146970258,0.0593542331700312,0.106601411628945,,Interaction,-0.226202443983519,0.00646615004300272
HC meal,HC Genotype x Time_(joint),HMDB0011765,Cer 40:0;O2,,,,0.106601411628945,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013448,PC O-42:4,-0.015925570248239,0.0344914828936087,0.658284694716013,,Interaction,-0.0835288767197121,0.051677736223234
HC meal,HC Genotype x Time_(joint),HMDB0013448,PC O-42:4,,,,0.658284694716013,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013450,PC P-44:5,-0.00723970102286279,0.0313125901551128,0.823766455674494,,Interaction,-0.0686123777268838,0.0541329756811582
HC meal,HC Genotype x Time_(joint),HMDB0013450,PC P-44:5,,,,0.823766455674494,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0000950,Cer 41:1;O2,-0.0124070382087546,0.058344848487126,0.837659836353394,,Interaction,-0.126762941243521,0.101948864826012
HC meal,HC Genotype x Time_(joint),HMDB0000950,Cer 41:1;O2,,,,0.837659836353394,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0007820,DG 38:1,-0.0691543353213781,0.15522099942481,0.6693953796028,,Interaction,-0.373387494194006,0.23507882355125
HC meal,HC Genotype x Time_(joint),HMDB0007820,DG 38:1,,,,0.6693953796028,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0242140,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,0.198595174489279,0.176444463290194,0.279286427141452,,Interaction,-0.147235973559501,0.544426322538058
HC meal,HC Genotype x Time_(joint),HMDB0242140,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,,,,0.279286427141452,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0056036,DG 36:0,0.0266990245497766,0.21037251468826,0.902577874283723,,Interaction,-0.385631104239213,0.439029153338767
HC meal,HC Genotype x Time_(joint),HMDB0056036,DG 36:0,,,,0.902577874283723,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011697,SM 42:1;O2,-0.0319704664313706,0.0270738230422462,0.276220552340289,,Interaction,-0.0850351595941732,0.021094226731432
HC meal,HC Genotype x Time_(joint),HMDB0011697,SM 42:1;O2,,,,0.276220552340289,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013461,SM 44:2;O2,-0.0198521366326361,0.0233471657335981,0.423284410519131,,Interaction,-0.0656125814704884,0.0259083082052162
HC meal,HC Genotype x Time_(joint),HMDB0013461,SM 44:2;O2,,,,0.423284410519131,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011767,Cer 41:0;O2,-0.115945346344827,0.0723914422899177,0.153268157168875,,Interaction,-0.257832573233065,0.025941880543412
HC meal,HC Genotype x Time_(joint),HMDB0011767,Cer 41:0;O2,,,,0.153268157168875,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0007993,PC 40:1,-0.0316343271320378,0.0391330351180947,0.445471963638215,,Interaction,-0.108335075963503,0.0450664216994279
HC meal,HC Genotype x Time_(joint),HMDB0007993,PC 40:1,,,,0.445471963638215,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0004956,Cer 42:1;O2,-0.0334288785680423,0.0521483364429009,0.541910339551413,,Interaction,-0.135639617996128,0.0687818608600435
HC meal,HC Genotype x Time_(joint),HMDB0004956,Cer 42:1;O2,,,,0.541910339551413,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013456,PC P-44:4,-0.0300627896375225,0.0334629160175628,0.398823518843543,,Interaction,-0.0956501050319456,0.0355245257569006
HC meal,HC Genotype x Time_(joint),HMDB0013456,PC P-44:4,,,,0.398823518843543,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0240674,SM 43:1;O2,-0.0377526450252767,0.0347433542664891,0.313201975338032,,Interaction,-0.105849619387595,0.0303443293370419
HC meal,HC Genotype x Time_(joint),HMDB0240674,SM 43:1;O2,,,,0.313201975338032,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0008125,PC 42:2,-0.0171358985174848,0.0471324440165968,0.726911917176342,,Interaction,-0.109515488790014,0.0752436917550448
HC meal,HC Genotype x Time_(joint),HMDB0008125,PC 42:2,,,,0.726911917176342,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0008421,PC 44:4,-0.0485664554015273,0.0483713327417179,0.348799656448238,,Interaction,-0.143374267575294,0.0462413567722397
HC meal,HC Genotype x Time_(joint),HMDB0008421,PC 44:4,,,,0.348799656448238,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013408,PC O-38:0,-0.0922042223125095,0.0722710214987773,0.242723465377828,,Interaction,-0.233855424450113,0.049446979825094
HC meal,HC Genotype x Time_(joint),HMDB0013408,PC O-38:0,,,,0.242723465377828,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011768,Cer 42:0;O2,-0.127480071196925,0.0595637625439437,0.0696108043016732,,Interaction,-0.244225045783054,-0.0107350966107953
HC meal,HC Genotype x Time_(joint),HMDB0011768,Cer 42:0;O2,,,,0.0696108043016732,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0047885,TG 42:3,-0.601215226661879,0.558271287362488,0.299722541651913,,Interaction,-1.69542694989236,0.492996496568598
HC meal,HC Genotype x Time_(joint),HMDB0047885,TG 42:3,,,,0.299722541651913,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0004957,Cer 43:1;O2,-0.0387303612855803,0.0534861589028151,0.492477704429347,,Interaction,-0.143563232735098,0.0661025101639373
HC meal,HC Genotype x Time_(joint),HMDB0004957,Cer 43:1;O2,,,,0.492477704429347,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011686,P-Cresol glucuronide,0.0595609354732297,0.130844907717939,0.66274616723648,,Interaction,-0.196895083653932,0.316016954600391
HC meal,HC Genotype x Time_(joint),HMDB0011686,P-Cresol glucuronide,,,,0.66274616723648,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0007992,PC 40:0,-0.341887633641203,0.146621157387059,0.0524765269809542,,Interaction,-0.629265102119839,-0.0545101651625672
HC meal,HC Genotype x Time_(joint),HMDB0007992,PC 40:0,,,,0.0524765269809542,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013433,PC O-40:1,-0.0459917626679257,0.0720706978463296,0.543681240606944,,Interaction,-0.187250330446732,0.0952668051108803
HC meal,HC Genotype x Time_(joint),HMDB0013433,PC O-40:1,,,,0.543681240606944,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0003282,1-Methylguanine,-0.0796983272955487,0.0584806367218483,0.194460489249962,,Interaction,-0.194320375270371,0.0349237206792739
HC meal,HC Genotype x Time_(joint),HMDB0003282,1-Methylguanine,,,,0.194460489249962,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013438,PC P-42:1,-0.0161203681990919,0.0547021397813281,0.776775842712999,,Interaction,-0.123336562170495,0.0910958257723111
HC meal,HC Genotype x Time_(joint),HMDB0013438,PC P-42:1,,,,0.776775842712999,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011698,SM 44:1;O2,-0.0399905565419857,0.0446041387920588,0.399732549898116,,Interaction,-0.127414668574421,0.0474335554904495
HC meal,HC Genotype x Time_(joint),HMDB0011698,SM 44:1;O2,,,,0.399732549898116,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042278,TG 42:2,-0.488612943324791,0.443316807423842,0.288972895297036,,Interaction,-1.35751388587552,0.380287999225939
HC meal,HC Genotype x Time_(joint),HMDB0042278,TG 42:2,,,,0.288972895297036,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0008059,PC 42:1,0.0219184720697129,0.0600667453442728,0.725959874686496,,Interaction,-0.0958123488050618,0.139649292944488
HC meal,HC Genotype x Time_(joint),HMDB0008059,PC 42:1,,,,0.725959874686496,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0011264,PC P-42:1,0.0374986957925852,0.0819548118869841,0.661136427216921,,Interaction,-0.123132735505904,0.198130127091074
HC meal,HC Genotype x Time_(joint),HMDB0011264,PC P-42:1,,,,0.661136427216921,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0000703,Mandelic acid,0.0896323251727322,0.135325443082591,0.528945165708211,,Interaction,-0.175605543269146,0.354870193614611
HC meal,HC Genotype x Time_(joint),HMDB0000703,Mandelic acid,,,,0.528945165708211,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0004955,Cer 44:1;O2,-0.0454544323738431,0.0625687152685725,0.491121881262388,,Interaction,-0.168089114300245,0.0771802495525591
HC meal,HC Genotype x Time_(joint),HMDB0004955,Cer 44:1;O2,,,,0.491121881262388,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0047908,TG 44:3,-0.438521333644149,0.415115593628568,0.30868199675723,,Interaction,-1.25214789715614,0.375105229867844
HC meal,HC Genotype x Time_(joint),HMDB0047908,TG 44:3,,,,0.30868199675723,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013421,PC O-40:0,-0.123554237095544,0.0851031158830431,0.189851783086798,,Interaction,-0.290356344226308,0.0432478700352207
HC meal,HC Genotype x Time_(joint),HMDB0013421,PC O-40:0,,,,0.189851783086798,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0099325,TG 40:0,-0.855997107117088,0.465214291595217,0.0870889049545725,,Interaction,-1.76781711864371,0.0558229044095373
HC meal,HC Genotype x Time_(joint),HMDB0099325,TG 40:0,,,,0.0870889049545725,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0043169,TG 43:2,-0.850105947112452,0.57468365105356,0.182607068793188,,Interaction,-1.97648590317743,0.276274008952525
HC meal,HC Genotype x Time_(joint),HMDB0043169,TG 43:2,,,,0.182607068793188,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042548,TG 46:4,-0.313606672492773,0.408924887159107,0.455876595050807,,Interaction,-1.11509945132462,0.487886106339077
HC meal,HC Genotype x Time_(joint),HMDB0042548,TG 46:4,,,,0.455876595050807,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042068,TG 42:1,-0.708070567200897,0.410780563734296,0.128419482724431,,Interaction,-1.51320047212012,0.0970593377183235
HC meal,HC Genotype x Time_(joint),HMDB0042068,TG 42:1,,,,0.128419482724431,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0013434,PC O-42:1,-0.0440905932095142,0.0868336323877755,0.627226110625301,,Interaction,-0.214284512689554,0.126103326270526
HC meal,HC Genotype x Time_(joint),HMDB0013434,PC O-42:1,,,,0.627226110625301,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042789,TG 48:5,0.0101954092418829,0.295199686408731,0.973412886315693,,Interaction,-0.568395976119229,0.588786794602995
HC meal,HC Genotype x Time_(joint),HMDB0042789,TG 48:5,,,,0.973412886315693,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0004824,"N2,N2-Dimethylguanosine",-0.0443847479514347,0.0580830028263621,0.469741138835849,,Interaction,-0.158227433491104,0.0694579375882351
HC meal,HC Genotype x Time_(joint),HMDB0004824,"N2,N2-Dimethylguanosine",,,,0.469741138835849,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0072022,TG 41:0,-1.75780120087875,0.828079956213652,0.0714315473900991,,Interaction,-3.38083791505751,-0.134764486699988
HC meal,HC Genotype x Time_(joint),HMDB0072022,TG 41:0,,,,0.0714315473900991,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0000840,Salicyluric acid,0.0429803587394603,0.187529847876089,0.82527205643359,,Interaction,-0.324578143097673,0.410538860576594
HC meal,HC Genotype x Time_(joint),HMDB0000840,Salicyluric acid,,,,0.82527205643359,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0047745,TG 50:7,-0.377842769418476,0.162173305217856,0.0526239487247464,,Interaction,-0.695702447645474,-0.0599830911914782
HC meal,HC Genotype x Time_(joint),HMDB0047745,TG 50:7,,,,0.0526239487247464,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042279,TG 44:2,-0.509689824880247,0.386506371421402,0.208431708735162,,Interaction,-1.26724231286619,0.2478626631057
HC meal,HC Genotype x Time_(joint),HMDB0042279,TG 44:2,,,,0.208431708735162,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0043186,TG 47:5,0.090309744919029,0.289796373164815,0.764396933079619,,Interaction,-0.477691146484007,0.658310636322065
HC meal,HC Genotype x Time_(joint),HMDB0043186,TG 47:5,,,,0.764396933079619,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0048587,TG 52:8,-0.24456195623988,0.198910858982591,0.258601384279828,,Interaction,-0.634427239845757,0.145303327365998
HC meal,HC Genotype x Time_(joint),HMDB0048587,TG 52:8,,,,0.258601384279828,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042098,TG 43:1,-0.87939168378689,0.443065798673053,0.0875615502992321,,Interaction,-1.74780064918607,-0.0109827183877065
HC meal,HC Genotype x Time_(joint),HMDB0042098,TG 43:1,,,,0.0875615502992321,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042751,TG 46:3,-0.241616732727675,0.299264268887458,0.432957522185976,,Interaction,-0.828174699747093,0.344941234291744
HC meal,HC Genotype x Time_(joint),HMDB0042751,TG 46:3,,,,0.432957522185976,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0008910,PE 37:4,0.0394641469762003,0.112428416305352,0.735903600289916,,Interaction,-0.180895548982289,0.259823842934689
HC meal,HC Genotype x Time_(joint),HMDB0008910,PE 37:4,,,,0.735903600289916,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0072780,TG 42:0,-0.943506191436425,0.442172578332259,0.0702751495152917,,Interaction,-1.81016444496765,-0.0768479379051964
HC meal,HC Genotype x Time_(joint),HMDB0072780,TG 42:0,,,,0.0702751495152917,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0043170,TG 45:2,-0.514410194639331,0.361268637307526,0.197487412558393,,Interaction,-1.22249672376208,0.193676334483421
HC meal,HC Genotype x Time_(joint),HMDB0043170,TG 45:2,,,,0.197487412558393,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0000019,Ketoisovaleric acid,-0.00187539278521383,0.0769569344893857,0.98123811628031,,Interaction,-0.15271098438441,0.148960198813982
HC meal,HC Genotype x Time_(joint),HMDB0000019,Ketoisovaleric acid,,,,0.98123811628031,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010497,TG 50:6,-0.166389161599468,0.136982267110542,0.263869190143395,,Interaction,-0.434874405136129,0.102096081937194
HC meal,HC Genotype x Time_(joint),HMDB0010497,TG 50:6,,,,0.263869190143395,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010498,TG 54:9,-0.203766941237238,0.164200255444745,0.254591374466657,,Interaction,-0.525599441908938,0.118065559434461
HC meal,HC Genotype x Time_(joint),HMDB0010498,TG 54:9,,,,0.254591374466657,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042811,TG 48:4,0.0576215964037303,0.233361623148622,0.812055463933403,,Interaction,-0.399767184967569,0.51501037777503
HC meal,HC Genotype x Time_(joint),HMDB0042811,TG 48:4,,,,0.812055463933403,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010514,TG 58:12,-0.14676332596153,0.113235967646416,0.236040324446825,,Interaction,-0.368705822548505,0.0751791706254459
HC meal,HC Genotype x Time_(joint),HMDB0010514,TG 58:12,,,,0.236040324446825,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0000157,Hypoxanthine,0.164643319472539,0.0931773415659374,0.12056553237951,,Interaction,-0.0179842699966981,0.347270908941777
HC meal,HC Genotype x Time_(joint),HMDB0000157,Hypoxanthine,,,,0.12056553237951,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042301,TG 44:1,-0.544172576251794,0.322952832657915,0.135859316598489,,Interaction,-1.17716012826131,0.0888149757577202
HC meal,HC Genotype x Time_(joint),HMDB0042301,TG 44:1,,,,0.135859316598489,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042752,TG 47:3,-0.263153419297547,0.247139124174062,0.322311637550275,,Interaction,-0.747546102678709,0.221239264083615
HC meal,HC Genotype x Time_(joint),HMDB0042752,TG 47:3,,,,0.322311637550275,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010513,TG 56:10,-0.111619643496842,0.0862105970956803,0.236480943630268,,Interaction,-0.280592413804375,0.0573531268106919
HC meal,HC Genotype x Time_(joint),HMDB0010513,TG 56:10,,,,0.236480943630268,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010471,TG 50:5,-0.0430271220483494,0.101799359457078,0.685219681932312,,Interaction,-0.242553866584223,0.156499622487524
HC meal,HC Genotype x Time_(joint),HMDB0010471,TG 50:5,,,,0.685219681932312,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042902,TG 51:6,-0.0917587927407106,0.123720606485498,0.482428590214258,,Interaction,-0.334251181452286,0.150733595970865
HC meal,HC Genotype x Time_(joint),HMDB0042902,TG 51:6,,,,0.482428590214258,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0000779,Phenyllactic acid,-0.015340984834946,0.132970185338899,0.911390415639865,,Interaction,-0.275962548099188,0.245280578429296
HC meal,HC Genotype x Time_(joint),HMDB0000779,Phenyllactic acid,,,,0.911390415639865,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010517,TG 52:7,-0.12698789393534,0.0691220790152819,0.108798152040488,,Interaction,-0.262467168805293,0.00849138093461263
HC meal,HC Genotype x Time_(joint),HMDB0010517,TG 52:7,,,,0.108798152040488,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042062,TG 43:0,-1.10271043841709,0.482797031036414,0.0563029358155911,,Interaction,-2.04899261924846,-0.156428257585719
HC meal,HC Genotype x Time_(joint),HMDB0042062,TG 43:0,,,,0.0563029358155911,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010419,TG 46:2,-0.13282369545289,0.234746294882209,0.580473872991198,,Interaction,-0.59292643342202,0.32727904251624
HC meal,HC Genotype x Time_(joint),HMDB0010419,TG 46:2,,,,0.580473872991198,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042632,TG 49:4,-0.113945112040391,0.112838506781782,0.346211954534071,,Interaction,-0.335108585332684,0.107218361251902
HC meal,HC Genotype x Time_(joint),HMDB0042632,TG 49:4,,,,0.346211954534071,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0005436,TG 52:6,-0.0643405632666288,0.0482182896949145,0.223855869670465,,Interaction,-0.158848411068661,0.0301672845354037
HC meal,HC Genotype x Time_(joint),HMDB0005436,TG 52:6,,,,0.223855869670465,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010518,TG 54:8,-0.00388527555881169,0.0723641717299566,0.958681844014006,,Interaction,-0.145719052149527,0.137948501031903
HC meal,HC Genotype x Time_(joint),HMDB0010518,TG 54:8,,,,0.958681844014006,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042099,TG 45:1,-0.611983033882452,0.324910560297122,0.101635343080564,,Interaction,-1.24880773206481,0.024841664299908
HC meal,HC Genotype x Time_(joint),HMDB0042099,TG 45:1,,,,0.101635343080564,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0010531,TG 58:11,-0.0859334413164171,0.0737066533567038,0.281844244886183,,Interaction,-0.230398481895557,0.0585315992627224
HC meal,HC Genotype x Time_(joint),HMDB0010531,TG 58:11,,,,0.281844244886183,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0005432,TG 48:3,-0.0244354105867992,0.153618763169966,0.878109541394067,,Interaction,-0.325528186399932,0.276657365226333
HC meal,HC Genotype x Time_(joint),HMDB0005432,TG 48:3,,,,0.878109541394067,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0048455,TG 53:7,-0.0369812729730398,0.149979886280329,0.812311972928004,,Interaction,-0.330941850082484,0.256979304136404
HC meal,HC Genotype x Time_(joint),HMDB0048455,TG 53:7,,,,0.812311972928004,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0005447,TG 54:7,0.0484082806751895,0.057657388254354,0.428879837319265,,Interaction,-0.0646002003033443,0.161416761653723
HC meal,HC Genotype x Time_(joint),HMDB0005447,TG 54:7,,,,0.428879837319265,Interaction,,
HC meal,HC Genotype x Time_360,HMDB0042063,TG 44:0,-0.589227558384032,0.31283881968342,0.101643859837852,,Interaction,-1.20239164496354,0.023936528195472
