genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC genotype,HC meal,Time_(joint),HMDB0000555,3-Methyladipic acid,,,,0.786961311558715,Main,,
HC genotype,HC meal,Time_360,HMDB0001991,7-Methylxanthine,0.128577514869527,0.0314444983893459,0.0264361896562392,,Main,0.0669462980264086,0.190208731712644
HC genotype,HC meal,Time_(joint),HMDB0001991,7-Methylxanthine,,,,0.0264361896562392,Main,,
HC genotype,HC meal,Time_360,HMDB0240212,DMGV,0.0189440030735746,0.0641324473779514,0.786961311558715,,Main,-0.10675559378721,0.144643599934359
HC genotype,HC meal,Time_(joint),HMDB0240212,DMGV,,,,0.786961311558715,Main,,
HC genotype,HC meal,Time_360,HMDB0011134,5-HETE,-0.545707107390113,0.359704902119645,0.226519931570024,,Main,-1.25072871554462,0.15931450076439
HC genotype,HC meal,Time_(joint),HMDB0011134,5-HETE,,,,0.226519931570024,Main,,
HC genotype,HC meal,Time_360,HMDB0000126,sn-Glycero-3-phosphate,0.0515778272776756,0.0426053487496708,0.31272666600048,,Main,-0.0319286562716792,0.13508431082703
HC genotype,HC meal,Time_(joint),HMDB0000126,sn-Glycero-3-phosphate,,,,0.31272666600048,Main,,
HC genotype,HC meal,Time_360,HMDB0000112,gamma-Aminobutyric acid,-0.545707107390113,0.359704902119645,0.226519931570024,,Main,-1.25072871554462,0.15931450076439
HC genotype,HC meal,Time_(joint),HMDB0000112,gamma-Aminobutyric acid,,,,0.226519931570024,Main,,
HC genotype,HC meal,Time_360,HMDB0006111,12-HETE,-0.302977986013271,0.0741376179474948,0.00645321965756365,,Main,-0.448287717190361,-0.157668254836181
HC genotype,HC meal,Time_(joint),HMDB0006111,12-HETE,,,,0.00645321965756365,Main,,
HC genotype,HC meal,Time_360,HMDB0000613,Erythronic and,0.0152103514574549,0.0329633539634392,0.675887941259961,,Main,-0.0493978223108859,0.0798185252257956
HC genotype,HC meal,Time_(joint),HMDB0000613,Erythronic and,,,,0.675887941259961,Main,,
HC genotype,HC meal,Time_360,HMDB0000123,Glycine,-0.302977986013271,0.0741376179474948,0.00645321965756365,,Main,-0.448287717190361,-0.157668254836181
HC genotype,HC meal,Time_(joint),HMDB0000123,Glycine,,,,0.00645321965756365,Main,,
HC genotype,HC meal,Time_360,HMDB0003876,15-HETE,-0.426311762884115,0.319914040054314,0.231041340335393,,Main,-1.05334328139057,0.20071975562234
HC genotype,HC meal,Time_(joint),HMDB0003876,15-HETE,,,,0.231041340335393,Main,,
HC genotype,HC meal,Time_360,HMDB0011509,LPE 18:3/0:0,0.468144659043198,0.0845751718530714,0.0116210881454168,,Main,0.302377322211178,0.633911995875219
HC genotype,HC meal,Time_(joint),HMDB0011509,LPE 18:3/0:0,,,,0.0116210881454168,Main,,
HC genotype,HC meal,Time_360,HMDB0000172,Isoleucine,-0.426311762884115,0.319914040054314,0.231041340335393,,Main,-1.05334328139057,0.20071975562234
HC genotype,HC meal,Time_(joint),HMDB0000172,Isoleucine,,,,0.231041340335393,Main,,
HC genotype,HC meal,Time_360,HMDB0011519,LPE 20:5/0:0,0.383368802570406,0.18150062108398,0.125103234447138,,Main,0.0276275852458051,0.739110019895006
HC genotype,HC meal,Time_(joint),HMDB0011519,LPE 20:5/0:0,,,,0.125103234447138,Main,,
HC genotype,HC meal,Time_360,HMDB0000124,Hexose monophosphate,0.222524056359163,0.0492585118171092,0.0202779842582386,,Main,0.125977373197629,0.319070739520696
HC genotype,HC meal,Time_(joint),HMDB0000124,Hexose monophosphate,,,,0.0202779842582387,Main,,
HC genotype,HC meal,Time_360,HMDB0000687,Leucine,-0.0524637802287273,0.0746652066088247,0.532887129930799,,Main,-0.198807585182024,0.0938800247245691
HC genotype,HC meal,Time_(joint),HMDB0000687,Leucine,,,,0.532887129930799,Main,,
HC genotype,HC meal,Time_360,HMDB0005066,CAR 14:0,-0.0579695852929447,0.191176577681064,0.781529825748607,,Main,-0.43267567754783,0.31673650696194
HC genotype,HC meal,Time_(joint),HMDB0005066,CAR 14:0,,,,0.781529825748607,Main,,
HC genotype,HC meal,Time_360,HMDB0007947,PC 35:3,0.099772352318574,0.0676081688297531,0.236487511929752,,Main,-0.0327396585877419,0.23228436322489
HC genotype,HC meal,Time_(joint),HMDB0007947,PC 35:3,,,,0.236487511929752,Main,,
HC genotype,HC meal,Time_360,HMDB0011757,N-Acetylvaline,-0.0579695852929447,0.191176577681064,0.781529825748607,,Main,-0.43267567754783,0.31673650696194
HC genotype,HC meal,Time_(joint),HMDB0011757,N-Acetylvaline,,,,0.781529825748607,Main,,
HC genotype,HC meal,Time_360,HMDB0007944,PC 35:0,-0.0675059543718996,0.0808928265939526,0.465227643895135,,Main,-0.226055894496047,0.0910439857522474
HC genotype,HC meal,Time_(joint),HMDB0007944,PC 35:0,,,,0.465227643895135,Main,,
HC genotype,HC meal,Time_360,HMDB0000211,Myo-inositol,0.191915140368025,0.0412845618607783,0.0187717098874471,,Main,0.110997399120899,0.27283288161515
HC genotype,HC meal,Time_(joint),HMDB0000211,Myo-inositol,,,,0.0187717098874471,Main,,
HC genotype,HC meal,Time_360,HMDB0008105,PC 36:3,0.0864404319377598,0.0455996956651481,0.154293985054524,,Main,-0.00293497156593044,0.17581583544145
HC genotype,HC meal,Time_(joint),HMDB0008105,PC 36:3,,,,0.154293985054524,Main,,
HC genotype,HC meal,Time_360,HMDB0000202,Methylmalonic acid,-0.0397588192856303,0.0533445433439251,0.51015840793216,,Main,-0.144314124239724,0.064796485668463
HC genotype,HC meal,Time_(joint),HMDB0000202,Methylmalonic acid,,,,0.51015840793216,Main,,
HC genotype,HC meal,Time_360,HMDB0000874,Taurohyodeoxycholic acid,1.13983269592698,0.499466415723057,0.106728726720091,,Main,0.160878521109785,2.11878687074417
HC genotype,HC meal,Time_(joint),HMDB0000874,Taurohyodeoxycholic acid,,,,0.106728726720091,Main,,
HC genotype,HC meal,Time_360,HMDB0008036,PC 36:0,0.00614379558086864,0.0392434523723839,0.885537165839134,,Main,-0.0707733710690039,0.0830609622307411
HC genotype,HC meal,Time_(joint),HMDB0008036,PC 36:0,,,,0.885537165839134,Main,,
HC genotype,HC meal,Time_360,HMDB0000243,Pyruvic acid,0.0378051233327175,0.0660325196559165,0.607060541105557,,Main,-0.0916186151928788,0.167228861858314
HC genotype,HC meal,Time_(joint),HMDB0000243,Pyruvic acid,,,,0.607060541105557,Main,,
HC genotype,HC meal,Time_360,HMDB0000925,Trimethylamine N-oxide,1.13983269592698,0.499466415723057,0.106728726720091,,Main,0.160878521109785,2.11878687074417
HC genotype,HC meal,Time_(joint),HMDB0000925,Trimethylamine N-oxide,,,,0.106728726720091,Main,,
HC genotype,HC meal,Time_360,HMDB0000951,Taurochenodeoxycholic acid,0.671891206891676,0.0932996167637999,0.0055189785509001,,Main,0.489023958034628,0.854758455748724
HC genotype,HC meal,Time_(joint),HMDB0000951,Taurochenodeoxycholic acid,,,,0.0055189785509001,Main,,
HC genotype,HC meal,Time_360,HMDB0008798,PC 42:4,0.102718319417697,0.0170286455048265,0.00913449967409061,,Main,0.0693421742282372,0.136094464607157
HC genotype,HC meal,Time_(joint),HMDB0008798,PC 42:4,,,,0.00913449967409061,Main,,
HC genotype,HC meal,Time_360,HMDB0000929,Tryptophan,0.671891206891676,0.0932996167637999,0.0055189785509001,,Main,0.489023958034628,0.854758455748724
HC genotype,HC meal,Time_(joint),HMDB0000929,Tryptophan,,,,0.0055189785509001,Main,,
HC genotype,HC meal,Time_360,HMDB0000881,Xanthurenic acid,0.197364600118548,0.0476695178529265,0.0255827108721439,,Main,0.103932345126812,0.290796855110284
HC genotype,HC meal,Time_(joint),HMDB0000881,Xanthurenic acid,,,,0.0255827108721439,Main,,
HC genotype,HC meal,Time_360,HMDB0000158,Tyrosine,0.0289548909048207,0.0712398968910074,0.711673953577091,,Main,-0.110675307001554,0.168585088811195
HC genotype,HC meal,Time_(joint),HMDB0000158,Tyrosine,,,,0.711673953577091,Main,,
HC genotype,HC meal,Time_360,HMDB0000774,Pregnenolone sulfate,-0.0563245653209488,0.151967849735604,0.735533190775275,,Main,-0.354181550802732,0.241532420160834
HC genotype,HC meal,Time_(joint),HMDB0000774,Pregnenolone sulfate,,,,0.735533190775275,Main,,
HC genotype,HC meal,Time_360,HMDB0013415,PC P-36:4,-0.0282610371063044,0.0448780793098146,0.573565276719723,,Main,-0.116222072553541,0.0596999983409323
HC genotype,HC meal,Time_(joint),HMDB0013415,PC P-36:4,,,,0.573565276719723,Main,,
HC genotype,HC meal,Time_360,HMDB0000883,Valine,-0.0563245653209488,0.151967849735604,0.735533190775275,,Main,-0.354181550802732,0.241532420160834
HC genotype,HC meal,Time_(joint),HMDB0000883,Valine,,,,0.735533190775275,Main,,
HC genotype,HC meal,Time_360,HMDB0000766,N-Acetylalanine,-0.227736682920593,0.1762281144176,0.286535267429294,,Main,-0.57314378717909,0.117670421337903
HC genotype,HC meal,Time_(joint),HMDB0000766,N-Acetylalanine,,,,0.286535267429294,Main,,
HC genotype,HC meal,Time_360,HMDB0013440,PC O-38:3,0.0303838962386961,0.0437382004384721,0.537224818016097,,Main,-0.0553429766207093,0.116110769098102
HC genotype,HC meal,Time_(joint),HMDB0013440,PC O-38:3,,,,0.537224818016097,Main,,
HC genotype,HC meal,Time_360,HMDB0012104,SM 18:1;O2/22:1,-0.227736682920593,0.1762281144176,0.286535267429294,,Main,-0.57314378717909,0.117670421337903
HC genotype,HC meal,Time_(joint),HMDB0012104,SM 18:1;O2/22:1,,,,0.286535267429294,Main,,
HC genotype,HC meal,Time_360,HMDB0000439,2-Furoylglycine,1.73994561243292,0.16089311971701,0.00169147833688524,,Main,1.42459509778758,2.05529612707826
HC genotype,HC meal,Time_(joint),HMDB0000439,2-Furoylglycine,,,,0.00169147833688524,Main,,
HC genotype,HC meal,Time_360,HMDB0000271,Sarcosine,1.73994561243292,0.16089311971701,0.00169147833688524,,Main,1.42459509778758,2.05529612707826
HC genotype,HC meal,Time_(joint),HMDB0000271,Sarcosine,,,,0.00169147833688524,Main,,
HC genotype,HC meal,Time_360,HMDB0001015,N-Formylmethionine,0.00932552623559602,0.0373841560452141,0.819116315323483,,Main,-0.0639474196130236,0.0825984720842156
HC genotype,HC meal,Time_(joint),HMDB0001015,N-Formylmethionine,,,,0.819116315323483,Main,,
HC genotype,HC meal,Time_360,HMDB0001414,Putrescine,0.00932552623559602,0.0373841560452141,0.819116315323483,,Main,-0.0639474196130236,0.0825984720842156
HC genotype,HC meal,Time_(joint),HMDB0001414,Putrescine,,,,0.819116315323483,Main,,
HC genotype,HC meal,Time_360,HMDB0013446,PC O-40:3,-0.0446458777115311,0.0295851233026321,0.228419159803179,,Main,-0.10263271938469,0.0133409639616279
HC genotype,HC meal,Time_(joint),HMDB0013446,PC O-40:3,,,,0.228419159803179,Main,,
HC genotype,HC meal,Time_360,HMDB0013437,PC O-40:2,-0.0507144211643,0.104130020816103,0.65960427834431,,Main,-0.254809261963863,0.153380419635263
HC genotype,HC meal,Time_(joint),HMDB0013437,PC O-40:2,,,,0.65960427834431,Main,,
HC genotype,HC meal,Time_360,HMDB0013459,PC O-42:3,0.0335665911989764,0.04439769308039,0.504572114119056,,Main,-0.0534528872385879,0.120586069636541
HC genotype,HC meal,Time_(joint),HMDB0013459,PC O-42:3,,,,0.504572114119056,Main,,
HC genotype,HC meal,Time_360,HMDB0013453,PC P-44:3,-0.111183660781101,0.106457953977363,0.373051240580205,,Main,-0.319841250576734,0.0974739290145306
HC genotype,HC meal,Time_(joint),HMDB0013453,PC P-44:3,,,,0.373051240580205,Main,,
HC genotype,HC meal,Time_360,HMDB0011381,PE P-38:1,-0.0971993437205043,0.042527742012393,0.106390511502573,,Main,-0.180553718064795,-0.013844969376214
HC genotype,HC meal,Time_(joint),HMDB0011381,PE P-38:1,,,,0.106390511502573,Main,,
HC genotype,HC meal,Time_360,HMDB0011455,PE P-40:2,-0.15495703220765,0.176172791618834,0.443850462178747,,Main,-0.500255703780564,0.190341639365264
HC genotype,HC meal,Time_(joint),HMDB0011455,PE P-40:2,,,,0.443850462178747,Main,,
HC genotype,HC meal,Time_360,HMDB0011764,Cer 38:0;O2,-0.261187732166675,0.0679844659809784,0.031110133870477,,Main,-0.394437285489393,-0.127938178843958
HC genotype,HC meal,Time_(joint),HMDB0011764,Cer 38:0;O2,,,,0.031110133870477,Main,,
HC genotype,HC meal,Time_360,HMDB0004975,HexCer 42:2;O2,0.0586295638661021,0.0857250001564494,0.543114199167671,,Main,-0.109391436440539,0.226650564172743
HC genotype,HC meal,Time_(joint),HMDB0004975,HexCer 42:2;O2,,,,0.543114199167671,Main,,
HC genotype,HC meal,Time_360,HMDB0004978,HexCer 42:1;O2,0.0218480172472048,0.0171850118514187,0.293225501419895,,Main,-0.0118346059815757,0.0555306404759854
HC genotype,HC meal,Time_(joint),HMDB0004978,HexCer 42:1;O2,,,,0.293225501419895,Main,,
HC genotype,HC meal,Time_360,HMDB0006738,CE 19:0,-0.00960200677650391,0.0525830476339747,0.866749845771926,,Main,-0.112664780139094,0.0934607665860865
HC genotype,HC meal,Time_(joint),HMDB0006738,CE 19:0,,,,0.866749845771926,Main,,
HC genotype,HC meal,Time_360,HMDB0006737,CE 22:2,-0.128562282445454,0.0548436559909088,0.100839502610227,,Main,-0.236055848187635,-0.0210687167032728
HC genotype,HC meal,Time_(joint),HMDB0006737,CE 22:2,,,,0.100839502610227,Main,,
HC genotype,HC meal,Time_360,HMDB0047901,TG 46:5,0.305742014828578,0.468417879263783,0.538131502977896,,Main,-0.612357028528437,1.22384105818559
HC genotype,HC meal,Time_(joint),HMDB0047901,TG 46:5,,,,0.538131502977896,Main,,
HC genotype,HC meal,Time_360,HMDB0054098,TG 56:11,-0.0770754773266802,0.518458336381283,0.891250371870339,,Main,-1.093253816634,0.939102861980635
HC genotype,HC meal,Time_(joint),HMDB0054098,TG 56:11,,,,0.891250371870339,Main,,
HF genotype,HC meal,Time_360,HMDB0034408,alpha-Tocoquinone,0.0782328380982811,0.037508039325785,0.105334180749536,,Main,0.00471708101974255,0.15174859517682
HF genotype,HC meal,Time_(joint),HMDB0034408,alpha-Tocoquinone,,,,0.105334180749536,Main,,
HF genotype,HC meal,Time_360,HMDB0000317,2-Hydroxycaproic and,-0.113566466058498,0.0462030204219986,0.0698422596956744,,Main,-0.204124386085615,-0.0230085460313806
HF genotype,HC meal,Time_(joint),HMDB0000317,2-Hydroxycaproic and,,,,0.0698422596956744,Main,,
HF genotype,HC meal,Time_360,HMDB0000252,Sphingosine,-0.816676902651571,0.792582723377139,0.361047225036685,,Main,-2.37013904047076,0.736785235167621
HF genotype,HC meal,Time_(joint),HMDB0000252,Sphingosine,,,,0.361047225036685,Main,,
HF genotype,HC meal,Time_360,HMDB0010379,LPC 14:0/0:0,0.0761711724770976,0.0445066356159402,0.162163902653773,,Main,-0.0110618333301452,0.16340417828434
HF genotype,HC meal,Time_(joint),HMDB0010379,LPC 14:0/0:0,,,,0.162163902653773,Main,,
HF genotype,HC meal,Time_360,HMDB0010387,LPC 18:3/0:0,0.30224059840204,0.0481123332683141,0.00327900676077749,,Main,0.207940425196144,0.396540771607935
HF genotype,HC meal,Time_(joint),HMDB0010387,LPC 18:3/0:0,,,,0.00327900676077749,Main,,
HF genotype,HC meal,Time_360,HMDB0010383,LPC 16:1/0:0,0.100855912212461,0.0308802124116963,0.0309043620903382,,Main,0.0403306958855362,0.161381128539386
HF genotype,HC meal,Time_(joint),HMDB0010383,LPC 16:1/0:0,,,,0.0309043620903382,Main,,
HF genotype,HC meal,Time_360,HMDB0010381,LPC 15:0/0:0,0.0616911555559568,0.0352886786332337,0.155345112128831,,Main,-0.00747465456518122,0.130856965677095
HF genotype,HC meal,Time_(joint),HMDB0010381,LPC 15:0/0:0,,,,0.155345112128831,Main,,
HF genotype,HC meal,Time_360,HMDB0011477,LPE 0:0/18:2,0.632212168295999,0.0544290661603149,0.000313951448348596,,Main,0.525531198621781,0.738893137970216
HF genotype,HC meal,Time_(joint),HMDB0011477,LPE 0:0/18:2,,,,0.000313951448348596,Main,,
HF genotype,HC meal,Time_360,HMDB0011487,LPE 0:0/20:4,0.480749384337363,0.0525927756732601,0.000794879097923724,,Main,0.377667544017774,0.583831224656953
HF genotype,HC meal,Time_(joint),HMDB0011487,LPE 0:0/20:4,,,,0.000794879097923724,Main,,
HF genotype,HC meal,Time_360,HMDB0240685,Cer 18:1;O2/15:0,0.0157712973957643,0.22151509869567,0.944988357022098,,Main,-0.418398296047748,0.449940890839277
HF genotype,HC meal,Time_(joint),HMDB0240685,Cer 18:1;O2/15:0,,,,0.944988357022098,Main,,
HF genotype,HC meal,Time_360,HMDB0011561,MG 14:0,0.0584846791496034,0.0439953772861364,0.254486265106624,,Main,-0.0277462603312239,0.144715618630431
HF genotype,HC meal,Time_(joint),HMDB0011561,MG 14:0,,,,0.254486265106624,Main,,
HF genotype,HC meal,Time_360,HMDB0000671,Indolelactic acid,0.215071498779872,0.224270905141714,0.391874595444462,,Main,-0.224499475297887,0.654642472857631
HF genotype,HC meal,Time_(joint),HMDB0000671,Indolelactic acid,,,,0.391874595444462,Main,,
HF genotype,HC meal,Time_360,HMDB0010386,LPC 18:2/0:0,0.427451915748361,0.0443818266796342,0.000649886571807624,,Main,0.340463535456278,0.514440296040444
HF genotype,HC meal,Time_(joint),HMDB0010386,LPC 18:2/0:0,,,,0.000649886571807624,Main,,
HF genotype,HC meal,Time_360,HMDB0010404,LPC 22:6/0:0,0.435866292606022,0.0334791500361129,0.000200883455712446,,Main,0.37024715853524,0.501485426676803
HF genotype,HC meal,Time_(joint),HMDB0010404,LPC 22:6/0:0,,,,0.000200883455712446,Main,,
HF genotype,HC meal,Time_360,HMDB0011507,LPE 18:2/0:0,0.613584253563937,0.0502446433820161,0.000258133466750468,,Main,0.515104752535185,0.712063754592688
HF genotype,HC meal,Time_(joint),HMDB0011507,LPE 18:2/0:0,,,,0.000258133466750468,Main,,
HF genotype,HC meal,Time_360,HMDB0011526,LPE 22:6/0:0,0.433863722380838,0.0579107037943066,0.00174448207482616,,Main,0.320358742943997,0.547368701817678
HF genotype,HC meal,Time_(joint),HMDB0011526,LPE 22:6/0:0,,,,0.00174448207482616,Main,,
HF genotype,HC meal,Time_360,HMDB0010395,LPC 20:4/0:0,0.30761073705898,0.0319480319267538,0.000650607488455482,,Main,0.244992594482542,0.370228879635417
HF genotype,HC meal,Time_(joint),HMDB0010395,LPC 20:4/0:0,,,,0.000650607488455482,Main,,
HF genotype,HC meal,Time_360,HMDB0011517,LPE 20:4/0:0,0.663628930965701,0.0986815973552653,0.0025464822557328,,Main,0.470213000149381,0.857044861782021
HF genotype,HC meal,Time_(joint),HMDB0011517,LPE 20:4/0:0,,,,0.0025464822557328,Main,,
HF genotype,HC meal,Time_360,HMDB0011473,LPE 0:0/16:0,0.282695620402023,0.0969170606549143,0.0433784634113983,,Main,0.0927381815183911,0.472653059285655
HF genotype,HC meal,Time_(joint),HMDB0011473,LPE 0:0/16:0,,,,0.0433784634113983,Main,,
HF genotype,HC meal,Time_360,HMDB0010382,LPC 16:0/0:0,0.0949655062304828,0.0340767031170707,0.049472648438255,,Main,0.0281751681210243,0.161755844339941
HF genotype,HC meal,Time_(joint),HMDB0010382,LPC 16:0/0:0,,,,0.049472648438255,Main,,
HF genotype,HC meal,Time_360,HMDB0001855,5-Hydroxytryptophol,0.0715246526804719,0.0971337382313075,0.502367246594004,,Main,-0.118857474252891,0.261906779613835
HF genotype,HC meal,Time_(joint),HMDB0001855,5-Hydroxytryptophol,,,,0.502367246594004,Main,,
HF genotype,HC meal,Time_360,HMDB0011503,LPE 16:0/0:0,0.265155029682077,0.0249980751725929,0.000447169899113245,,Main,0.216158802343795,0.314151257020359
HF genotype,HC meal,Time_(joint),HMDB0011503,LPE 16:0/0:0,,,,0.000447169899113245,Main,,
HF genotype,HC meal,Time_360,HMDB0034146,Stearamide,0.00134123374917863,0.0538554979780508,0.981324184563882,,Main,-0.104215542287801,0.106898009786158
HF genotype,HC meal,Time_(joint),HMDB0034146,Stearamide,,,,0.981324184563882,Main,,
HF genotype,HC meal,Time_360,HMDB0010393,LPC 20:3/0:0,0.371831182981714,0.0256657843336776,0.00013198237493906,,Main,0.321526245687706,0.422136120275722
HF genotype,HC meal,Time_(joint),HMDB0010393,LPC 20:3/0:0,,,,0.00013198237493906,Main,,
HF genotype,HC meal,Time_360,HMDB0011516,LPE 20:3/0:0,0.687956356070535,0.051050364730594,0.000175438947442287,,Main,0.587897641198571,0.788015070942499
HF genotype,HC meal,Time_(joint),HMDB0011516,LPE 20:3/0:0,,,,0.000175438947442287,Main,,
HF genotype,HC meal,Time_360,HMDB0011563,MG 15:0,0.0731920415931228,0.0426564790112844,0.161332195527574,,Main,-0.0104146572689946,0.15679874045524
HF genotype,HC meal,Time_(joint),HMDB0011563,MG 15:0,,,,0.161332195527574,Main,,
HF genotype,HC meal,Time_360,HMDB0029377,Piperine,-0.131049988271226,0.130682010758987,0.372693764289471,,Main,-0.387186729358842,0.125086752816389
HF genotype,HC meal,Time_(joint),HMDB0029377,Piperine,,,,0.372693764289471,Main,,
HF genotype,HC meal,Time_360,HMDB0010403,LPC 22:5/0:0,0.572936536203832,0.0661515379920443,0.000977778577738731,,Main,0.443279521739425,0.702593550668239
HF genotype,HC meal,Time_(joint),HMDB0010403,LPC 22:5/0:0,,,,0.000977778577738732,Main,,
HF genotype,HC meal,Time_360,HMDB0002815,LPC 18:1/0:0,0.184828246217495,0.0329298953316354,0.00495109721312138,,Main,0.12028565136749,0.2493708410675
HF genotype,HC meal,Time_(joint),HMDB0002815,LPC 18:1/0:0,,,,0.00495109721312138,Main,,
HF genotype,HC meal,Time_360,HMDB0011568,MG 18:2,0.145092190014134,0.0917763703822979,0.189049772298035,,Main,-0.0347894959351699,0.324973875963438
HF genotype,HC meal,Time_(joint),HMDB0011568,MG 18:2,,,,0.189049772298035,Main,,
HF genotype,HC meal,Time_360,HMDB0011506,LPE 18:1/0:0,0.492642259931918,0.0375147286675531,0.000194189759130963,,Main,0.419113391743514,0.566171128120322
HF genotype,HC meal,Time_(joint),HMDB0011506,LPE 18:1/0:0,,,,0.000194189759130963,Main,,
HF genotype,HC meal,Time_360,HMDB0000122,Hexose,0.163595133756016,0.0387158642145902,0.013418082248115,,Main,0.0877120398954189,0.239478227616613
HF genotype,HC meal,Time_(joint),HMDB0000122,Hexose,,,,0.013418082248115,Main,,
HF genotype,HC meal,Time_360,HMDB0012108,LPC 17:0/0:0,0.0476777305969788,0.0158892806845945,0.0399174319408987,,Main,0.0165347404551735,0.0788207207387841
HF genotype,HC meal,Time_(joint),HMDB0012108,LPC 17:0/0:0,,,,0.0399174319408987,Main,,
HF genotype,HC meal,Time_360,HMDB0010401,LPC 22:4/0:0,0.387558231355482,0.0525233916499767,0.00179814206177661,,Main,0.284612383721527,0.490504078989436
HF genotype,HC meal,Time_(joint),HMDB0010401,LPC 22:4/0:0,,,,0.0017981420617766,Main,,
HF genotype,HC meal,Time_360,HMDB0010407,LPC P-16:0/0:0,0.0876300943571266,0.0270954716184537,0.0318507791793333,,Main,0.0345229699849574,0.140737218729296
HF genotype,HC meal,Time_(joint),HMDB0010407,LPC P-16:0/0:0,,,,0.0318507791793333,Main,,
HF genotype,HC meal,Time_360,HMDB0243890,LPC O-16:0/0:0,0.0587562131476034,0.0351350648414906,0.169783050246663,,Main,-0.0101085139417181,0.127620940236925
HF genotype,HC meal,Time_(joint),HMDB0243890,LPC O-16:0/0:0,,,,0.169783050246663,Main,,
HF genotype,HC meal,Time_360,HMDB0010392,LPC 20:2/0:0,0.336046804946457,0.0494417550136351,0.00244746452736925,,Main,0.239140965119732,0.432952644773182
HF genotype,HC meal,Time_(joint),HMDB0010392,LPC 20:2/0:0,,,,0.00244746452736925,Main,,
HF genotype,HC meal,Time_360,HMDB0011564,MG 16:0,0.0268539006061332,0.0221109996643456,0.291348395665494,,Main,-0.0164836587359843,0.0701914599482506
HF genotype,HC meal,Time_(joint),HMDB0011564,MG 16:0,,,,0.291348395665494,Main,,
HF genotype,HC meal,Time_360,HMDB0000063,Cortisol,0.0166406095833793,0.0218474289265886,0.488688697152173,,Main,-0.0261803511127344,0.059461570279493
HF genotype,HC meal,Time_(joint),HMDB0000063,Cortisol,,,,0.488688697152173,Main,,
HF genotype,HC meal,Time_360,HMDB0002802,Cortisone,-0.144910584573369,0.10091408644374,0.224351095905632,,Main,-0.3427021940031,0.0528810248563618
HF genotype,HC meal,Time_(joint),HMDB0002802,Cortisone,,,,0.224351095905632,Main,,
HF genotype,HC meal,Time_360,HMDB0013648,Palmitoleoyl-EA,0.0929218360116039,0.111378549754848,0.428325785810053,,Main,-0.125380121507897,0.311223793531105
HF genotype,HC meal,Time_(joint),HMDB0013648,Palmitoleoyl-EA,,,,0.428325785810053,Main,,
HF genotype,HC meal,Time_360,HMDB0011128,LPC 0:0/18:0,0.0909120988062849,0.0482806168881845,0.132820942322908,,Main,-0.00371791029455663,0.185542107907126
HF genotype,HC meal,Time_(joint),HMDB0011128,LPC 0:0/18:0,,,,0.132820942322908,Main,,
HF genotype,HC meal,Time_360,HMDB0011129,LPE 0:0/18:0,0.457833003609579,0.172124230986172,0.0563963203245455,,Main,0.120469510876682,0.795196496342477
HF genotype,HC meal,Time_(joint),HMDB0011129,LPE 0:0/18:0,,,,0.0563963203245455,Main,,
HF genotype,HC meal,Time_360,HMDB0010408,LPC P-18:1/0:0,0.0810017091145654,0.0439584267417623,0.139163817381018,,Main,-0.00515680729928869,0.167160225528419
HF genotype,HC meal,Time_(joint),HMDB0010408,LPC P-18:1/0:0,,,,0.139163817381018,Main,,
HF genotype,HC meal,Time_360,HMDB0000254,Succinic acid,0.178060989650078,0.0786786806013213,0.0863798562729039,,Main,0.0238507756714879,0.332271203628668
HF genotype,HC meal,Time_(joint),HMDB0000254,Succinic acid,,,,0.0863798562729039,Main,,
HF genotype,HC meal,Time_360,HMDB0010384,LPC 18:0/0:0,0.0470233302696101,0.0397705656283371,0.302543046567446,,Main,-0.0309269783619305,0.124973638901151
HF genotype,HC meal,Time_(joint),HMDB0010384,LPC 18:0/0:0,,,,0.302543046567446,Main,,
HF genotype,HC meal,Time_360,HMDB0011130,LPE 18:0/0:0,0.156212460641962,0.0346332177470924,0.0107361106069336,,Main,0.0883313538576605,0.224093567426263
HF genotype,HC meal,Time_(joint),HMDB0011130,LPE 18:0/0:0,,,,0.0107361106069336,Main,,
HF genotype,HC meal,Time_360,HMDB0011567,MG 18:1,0.108636824391223,0.0499721846830903,0.0614395159871057,,Main,0.0106913424123663,0.20658230637008
HF genotype,HC meal,Time_(joint),HMDB0011567,MG 18:1,,,,0.0614395159871057,Main,,
HF genotype,HC meal,Time_360,HMDB0072856,MG 17:0,0.0802182142397782,0.0432914691088503,0.101013608860112,,Main,-0.00463306521356832,0.165069493693125
HF genotype,HC meal,Time_(joint),HMDB0072856,MG 17:0,,,,0.101013608860112,Main,,
HF genotype,HC meal,Time_360,HMDB0010391,LPC 20:1/0:0,0.0905978175865188,0.0385839865699344,0.0786812649165166,,Main,0.0149732039094473,0.16622243126359
HF genotype,HC meal,Time_(joint),HMDB0010391,LPC 20:1/0:0,,,,0.0786812649165166,Main,,
HF genotype,HC meal,Time_360,HMDB0000045,AMP,-0.107855041117151,0.102482259439366,0.323351080637244,,Main,-0.308720269618307,0.0930101873840062
HF genotype,HC meal,Time_(joint),HMDB0000045,AMP,,,,0.323351080637244,Main,,
HF genotype,HC meal,Time_360,HMDB0011149,LPC O-18:0/0:0,-0.00712789464013799,0.0403357187169849,0.868319585797602,,Main,-0.0861859033254285,0.0719301140451525
