"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0000124","Fructose 6-phosphate","HMDB0000124","69507","C00085","OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O","1"
"HMDB0011506","LysoPE(18:1(9Z)/0:0)","HMDB0011506","9547071",NA,"[H][C@@](O)(COC(=O)CCCCCCC\C=C/CCCCCCCC)COP(O)(=O)OCCN","1"
"HMDB0000918","CE(18:1)","HMDB0000918","50938266","C14641","CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0009003","PE(18:0/20:4(5Z,8Z,11Z,14Z))","HMDB0009003","5289133","C00350","[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0042902","NA","NA","NA","NA","NA","0"
"HMDB0004705","12,13-DHOME","HMDB0004705","25320870","C14829","CCCCC[C@H](O)[C@@H](O)C\C=C/CCCCCCCC(O)=O","1"
"HMDB0005447","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005447","9544410",NA,"[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0010518","TG(20:4(5Z,8Z,11Z,14Z)/14:0/20:4(5Z,8Z,11Z,14Z))","HMDB0010518","53480561",NA,"[H]C(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC","1"
"HMDB0043186","NA","NA","NA","NA","NA","0"
"HMDB0010401","LysoPC(22:4(7Z,10Z,13Z,16Z)/0:0)","HMDB0010401","52924039","C04230","CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0011503","LysoPE(16:0/0:0)","HMDB0011503","9547069",NA,"[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCN","1"
"HMDB0000375","3-(3-Hydroxyphenyl)propanoic acid","HMDB0000375","91","C11457","OC(=O)CCC1=CC(O)=CC=C1","1"
"HMDB0011128","LysoPC(0:0/18:0)","HMDB0011128","24779491",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0006725","CE(14:0)","HMDB0006725","99486",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCCCCCCCC)[C@H](C)CCCC(C)C","1"
"HMDB0050099","NA","NA","NA","NA","NA","0"
"HMDB0001492","gamma-Tocopherol","HMDB0001492","92729","C02483","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=CC(O)=C(C)C(C)=C2O1","1"
"HMDB0043127","NA","NA","NA","NA","NA","0"
"HMDB0008937","PE(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB0008937","9546800","C00350","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0009069","PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0009069","52924897","C00350","[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0000784","Azelaic acid","HMDB0000784","2266","C08261","OC(=O)CCCCCCCC(O)=O","1"
"HMDB0007216","DG(18:1(9Z)/18:0/0:0)","HMDB0007216","53478090",NA,"[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0000872","Tetradecanedioic acid","HMDB0000872","13185","C11002","OC(=O)CCCCCCCCCCCCC(O)=O","1"
"HMDB0060059","NA","NA","NA","NA","NA","0"
"HMDB0010392","LysoPC(20:2(11Z,14Z)/0:0)","HMDB0010392","52924053","C04230","CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0005193","CE(20:1)","HMDB0005193","53477794","C02530","CCCCCCCC\C=C/CCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0000036","Taurocholic acid","HMDB0000036","6675","C05122","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"HMDB0010403","LysoPC(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0010403","53480475","C04230","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0062737","(9E)-10-nitrooctadecenoic Acid","HMDB0062737","24836820",NA,"[H]\C(CCCCCCCC(O)=O)=C(\CCCCCCCC)N(=O)=O","1"
"HMDB0000138","Glycocholic acid","HMDB0000138","10140","C01921","C[C@H](CCC(O)=NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","1"
"HMDB0007012","DG(14:0/16:1(9Z)/0:0)","HMDB0007012","53477950",NA,"[H][C@](CO)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0008927","PE(16:0/18:1(9Z))","HMDB0008927","5283496","C00350","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0009012","PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0009012","9546798","C00350","[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0000672","Hexadecanedioic acid","HMDB0000672","10459","C19615","OC(=O)CCCCCCCCCCCCCCC(O)=O","1"
"HMDB0010407","LysoPC(P-16:0/0:0)","HMDB0010407","10917802","C04230","CCCCCCCCCCCCCC\C=C/OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0005456","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005456","9544639",NA,"[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0005433","TG(16:1(9Z)/16:1(9Z)/18:1(9Z))","HMDB0005433","25240357",NA,"[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0000626","Deoxycholic acid","HMDB0000626","222528","C04483","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O","1"
"HMDB0061634","3-hydroxyoctanoyl carnitine","HMDB0061634","86583357",NA,"CCCCCC(O)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0011509","LysoPE(18:3(9Z,12Z,15Z)/0:0)","HMDB0011509","52925148",NA,"[H][C@@](O)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OCCN","1"
"HMDB0000687","Leucine","HMDB0000687","6106","C00123","CC(C)C[C@H](N)C(O)=O","1"
"HMDB0012108","LysoPC(17:0/0:0)","HMDB0012108","24779463","C04230","CCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0243890","1-O-Hexadecyl-sn-glycero-3-phosphocholine","HMDB0243890",NA,"C13903","CCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0005458","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005458","9544977",NA,"[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC","1"
"HMDB0000708","Glycoursodeoxycholic acid","HMDB0000708","12310288",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O","1"
"HMDB0000904","Citrulline","HMDB0000904","9750","C00327","N[C@@H](CCCNC(N)=O)C(O)=O","1"
"HMDB0005413","TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005413","9545124",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0002815","LysoPC(18:1/0:0)","HMDB0002815","16081932","C04230","CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0005363","TG(16:0_36:4)","HMDB0005363","9544125",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0000122","D-Glucose","HMDB0000122","5793","C00031","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0010736","3-Oxooctadecanoic acid","HMDB0010736","5283005",NA,"CCCCCCCCCCCCCCCC(=O)CC(O)=O","1"
"HMDB0000874","Tauroursodeoxycholic acid","HMDB0000874","12443252",NA,"[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)CC2C[C@H](O)CC[C@]12C","1"
"HMDB0000925","Trimethylamine N-oxide","HMDB0000925","1145","C01104","C[N+](C)(C)[O-]","1"
"HMDB0049739","NA","NA","NA","NA","NA","0"
"HMDB0005406","TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005406","9544577",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0042100","NA","NA","NA","NA","NA","0"
"HMDB0006736","CE(20:3)","HMDB0006736","53477892","C02530","CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C4CCC([C@H](C)CCCC(C)C)[C@@]4(C)CCC23)C1","1"
"HMDB0011775","Cer(d18:1/22:1(13Z))","HMDB0011775","53481052",NA,"CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCC\C=C/CCCCCCCC","1"
"HMDB0000658","CE(16:1)","HMDB0000658","22833543","C02530","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCC\C=C/CCCCCC)[C@H](C)CCCC(C)C","1"
"HMDB0005405","TG(18:0_36:3)","HMDB0005405","9544216",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0013131","3-Hydroxyhexanoylcarnitine","HMDB0013131","53481624",NA,"CCC[C@H](O)CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0043518","NA","NA","NA","NA","NA","0"
"HMDB0005923","N4-Acetylcytidine","HMDB0005923","107461",NA,"CC(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","1"
"HMDB0010513","TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))","HMDB0010513","53480558",NA,"[H]C(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0004951","Cer(d18:1/20:0)","HMDB0004951","5283566","C00195","[H][C@@](CO)(NC(=O)CCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0011473","LysoPE(0:0/16:0)","HMDB0011473","53480922",NA,"[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0000932","Tauro-b-muricholic acid","HMDB0000932","168408",NA,"[H][C@@]12C[C@H](O)CC[C@]1(C)C1CC[C@]3(C)[C@H](CCC3C1[C@@H](O)[C@H]2O)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"HMDB0012085","SM(d18:0/14:0)","HMDB0012085","44260138","C00550","[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCC)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0011211","PC(P-16:0/18:2(9Z,12Z))","HMDB0011211","24779386",NA,"CCCCCCCCCCCCCC\C=C/OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0044720","NA","NA","NA","NA","NA","0"
"HMDB0094713","NA","NA","NA","NA","NA","0"
"HMDB0240724","NA","NA","NA","NA","NA","0"
"HMDB0005398","TG(18:0/18:0/20:4(5Z,8Z,11Z,14Z))","HMDB0005398","9544519",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0029723","Saccharin","HMDB0029723","5143","C12283","OC1=NS(=O)(=O)C2=CC=CC=C12","1"
"HMDB0010399","LysoPC(22:1(13Z)/0:0)","HMDB0010399","53480471","C04230","CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OC[C@@]([H])(O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0007903","PC(14:1(9Z)/16:1(9Z))","HMDB0007903","52922252","C00157","CCCCCC\C=C/CCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/CCCC)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0005384","TG(16:0_36:3)","HMDB0005384","25240361",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0007935","PC(15:0/16:0)","HMDB0007935","24778655","C00157","[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0005436","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005436","9544179",NA,"[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0010382","LysoPC(16:0/0:0)","HMDB0010382","460602","C04230","CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0009102","PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0009102","52924893","C00350","[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0011328","PC(P-18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0011328","53480839",NA,"CCCCCCCC\C=C/CCCCCC\C=C/OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0010390","LysoPC(20:0/0:0)","HMDB0010390","24779473","C04230","CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0054031","NA","NA","NA","NA","NA","0"
"HMDB0000479","Methylhistidine","HMDB0000479","64969","C01152","[H][C@](N)(CC1=CN=CN1C)C(O)=O","1"
"HMDB0043058","NA","NA","NA","NA","NA","0"
"HMDB0060060","NA","NA","NA","NA","NA","0"
"HMDB0010375","CE(22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0010375","24779458","C04230","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0000991","DL-2-Aminooctanoic acid","HMDB0000991","69522",NA,"CCCCCCC(N)C(O)=O","1"
"HMDB0005369","TG(16:0_36:2)","HMDB0005369","9544069",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0000518","Chenodeoxycholic acid","HMDB0000518","10133","C02528","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O","1"
"HMDB0240680","NA","NA","NA","NA","NA","0"
"HMDB0005380","TG(16:0_36:5)","HMDB0005380","9544150",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0000555","3-Methyladipic acid","HMDB0000555","6999745",NA,"C[C@@H](CCC(O)=O)CC(O)=O","1"
"HMDB0240212","Dimethylguanidino valeric acid","HMDB0240212","101535539",NA,"CN(C)C(=N)NCCCC(=O)C(O)=O","1"
"HMDB0000197","Indoleacetic acid","HMDB0000197","802","C00954","OC(=O)CC1=CNC2=C1C=CC=C2","1"
"HMDB0010383","LysoPC(16:1/0:0)","HMDB0010383","24779461","C04230","CCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0052411","NA","NA","NA","NA","NA","0"
"HMDB0010386","LysoPC(18:2/0:0)","HMDB0010386","11005824","C04230","CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0011701","TG(15:0/16:0/20:3(8Z,11Z,14Z))","HMDB0011701","53481033",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0000158","L-Tyrosine","HMDB0000158","6057","C00082","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"HMDB0010531","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))","HMDB0010531","53480574",NA,"[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0054025","NA","NA","NA","NA","NA","0"
"HMDB0029432","(S)C(S)S-S-Methylcysteine sulfoxide","HMDB0029432","25202909",NA,"CS(=O)CC(N)C(O)=O","1"
"HMDB0000610","CE(18:2)","HMDB0000610","131801653","C15441","CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0005392","TG(16:0_40:8)","HMDB0005392","9544762",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007170","DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0007170","6438587","C00165","[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007199","DG(18:1/20:4)","HMDB0007199","53478074",NA,"[H][C@](CO)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0061652","3-Hydroxyhexanoic acid","HMDB0061652","11829482",NA,"CCC[C@H](O)CC(O)=O","1"
"HMDB0005448","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005448","9544831",NA,"[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0007248","DG(18:2/18:2)","HMDB0007248","9543729","C00165","[H][C@](CO)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0008039","PC(18:0/18:2(9Z,12Z))","HMDB0008039","6441487","C00157","CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0011745","N-Acetyl-L-methionine","HMDB0011745","448580","C02712","CSCC[C@H](NC(C)=O)C(O)=O","1"
"HMDB0011439","PE(P-18:1(9Z)/18:0)","HMDB0011439","53480895",NA,"[H][C@@](CO\C=C/CCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0010379","LysoPC(14:0/0:0)","HMDB0010379","460604","C04230","CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0001895","Salicylic acid","HMDB0001895","338","C00805","OC(=O)C1=C(O)C=CC=C1","1"
"HMDB0010381","LysoPC(15:0/0:0)","HMDB0010381","24779458","C04230","[H][C@@](O)(COC(=O)CCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0007946","PC(15:0/20:2(11Z,14Z))","HMDB0007946","52922326","C00157","CCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0000840","Salicyluric acid","HMDB0000840","10253","C07588","OC(=O)CNC(=O)C1=C(O)C=CC=C1","1"
"HMDB0256163","NA","NA","NA","NA","NA","0"
"HMDB0000619","Cholic acid","HMDB0000619","221493","C00695","C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","1"
"HMDB0007973","PC(16:0/18:2(9Z,12Z))","HMDB0007973","5287971","C00157","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0001889","Theophylline","HMDB0001889","2153","C07130","CN1C2=C(NC=N2)C(=O)N(C)C1=O","1"
"HMDB0011767","Cer(d18:0/23:0)","HMDB0011767","53481049",NA,"CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0011765","Cer(d18:0/22:0)","HMDB0011765","5283575",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC","1"
"HMDB0008105","PC(18:1(9Z)/18:2(9Z,12Z))","HMDB0008105","24778939","C00157","CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
